Húskészítmények, belsőségek;Csirke, comb;21;5.3;0.5;138
Húskészítmények, belsőségek;Csirkemell filé;24.6;1;0.5;107
Húskészítmények, belsőségek;Fogoly;20.4;1.2;0.4;96
Húskészítmények, belsőségek;Fácán;22.5;1.9;0.5;115
Húskészítmények, belsőségek;Fürj, comb (japán);19.7;5.1;1.2;134
Húskészítmények, belsőségek;Fürj, mell (japán);23.1;2.3;1.1;125
Húskészítmények, belsőségek;Galamb;19.7;5.1;1.2;132
Húskészítmények, belsőségek;Kacsa, pecsenye;19.2;12.2;0.4;195
Húskészítmények, belsőségek;Kagyló;8.9;2;6.4;80
Húskészítmények, belsőségek;Kappan;19.2;9.2;0.4;165
Húskészítmények, belsőségek;Liba, hízott;16.1;35.1;0.2;394
Húskészítmények, belsőségek;Liba, pecseny;18.3;13.4;0.3;199
Húskészítmények, belsőségek;Marha lapocka;21.2;6.3;0.6;151
Húskészítmények, belsőségek;Marha szegy;16.1;21.1;0.5;265
Húskészítmények, belsőségek;Marha tarja;20.3;6.1;0.6;146
Húskészítmények, belsőségek;Marha, bélszín;19.3;4.5;0.6;127
Húskészítmények, belsőségek;Marha, felsál;16.9;18.9;0.6;247
Húskészítmények, belsőségek;Marha, hátszín, lapos;14.8;17.8;0.6;227
Húskészítmények, belsőségek;Marha, hátszín, magas;18.9;17.1;0.6;238
Húskészítmények, belsőségek;Marha, hátszín, puha;19.8;17.9;0.6;251
Húskészítmények, belsőségek;Nutria;20.6;10.3;0.5;181
Húskészítmények, belsőségek;Nyúl, házi;20.9;7.9;0.4;160
Húskészítmények, belsőségek;Nyúl, vad;23.2;1.1;0.5;110
Húskészítmények, belsőségek;Pulyka;20.6;9.6;0.4;176
Húskészítmények, belsőségek;Rák;14.8;0.8;2.2;76
Húskészítmények, belsőségek;Sertés csülök;16.2;29.2;0.3;341
Húskészítmények, belsőségek;Sertés dagadó;12.1;42.1;0.3;443
Húskészítmények, belsőségek;Sertés lapocka;17.3;23.7;0.3;291
Húskészítmények, belsőségek;Sertéscomb, karaj;21.3;8.2;0.4;169
Húskészítmények, belsőségek;Szarvas;20.8;4;0.6;125
Húskészítmények, belsőségek;Tyúk;18.9;6.4;0.4;138
Húskészítmények, belsőségek;Vaddisznó, színhús;21.8;2.4;0.4;116
Húskészítmények, belsőségek;Vadkacsa;23;3.2;0.5;130
Húskészítmények, belsőségek;angolszalonna;16.7;46.4;0;486
